test_id,array_size,sort_method,timestamp
26,1000,bubble_sort,799338.0 ns
26,1000,selection_sort,409298.0 ns
26,1000,insertion_sort,485946.0 ns
26,1000,heap_sort,378.0 ns
26,1000,merge_sort,0.0 ns
26,1000,quick_sort,0.0 ns
26,1000,count_sort,377.0 ns
26,1000,bucket_sort,0.0 ns
26,1000,radix_sort,377.0 ns
27,1000,bubble_sort,807267.0 ns
27,1000,selection_sort,481792.0 ns
27,1000,insertion_sort,490477.0 ns
27,1000,heap_sort,377.0 ns
27,1000,merge_sort,0.0 ns
27,1000,quick_sort,377.0 ns
27,1000,count_sort,0.0 ns
27,1000,bucket_sort,0.0 ns
27,1000,radix_sort,0.0 ns
28,1000,bubble_sort,802736.0 ns
28,1000,selection_sort,410430.0 ns
28,1000,insertion_sort,473109.0 ns
28,1000,heap_sort,378.0 ns
28,1000,merge_sort,0.0 ns
28,1000,quick_sort,378.0 ns
28,1000,count_sort,0.0 ns
28,1000,bucket_sort,0.0 ns
28,1000,radix_sort,378.0 ns
29,1000,bubble_sort,794430.0 ns
29,1000,selection_sort,411185.0 ns
29,1000,insertion_sort,488967.0 ns
29,1000,heap_sort,0.0 ns
29,1000,merge_sort,-378.0 ns
29,1000,quick_sort,0.0 ns
29,1000,count_sort,378.0 ns
29,1000,bucket_sort,0.0 ns
29,1000,radix_sort,0.0 ns
30,1000,bubble_sort,798205.0 ns
30,1000,selection_sort,410052.0 ns
30,1000,insertion_sort,458760.0 ns
30,1000,heap_sort,0.0 ns
30,1000,merge_sort,-377.0 ns
30,1000,quick_sort,0.0 ns
30,1000,count_sort,0.0 ns
30,1000,bucket_sort,0.0 ns
30,1000,radix_sort,377.0 ns
31,1000,bubble_sort,802736.0 ns
31,1000,selection_sort,412318.0 ns
31,1000,insertion_sort,476129.0 ns
31,1000,heap_sort,378.0 ns
31,1000,merge_sort,0.0 ns
31,1000,quick_sort,0.0 ns
31,1000,count_sort,0.0 ns
31,1000,bucket_sort,0.0 ns
31,1000,radix_sort,0.0 ns
32,1000,bubble_sort,799715.0 ns
32,1000,selection_sort,410052.0 ns
32,1000,insertion_sort,493120.0 ns
32,1000,heap_sort,378.0 ns
32,1000,merge_sort,-377.0 ns
32,1000,quick_sort,378.0 ns
32,1000,count_sort,378.0 ns
32,1000,bucket_sort,0.0 ns
32,1000,radix_sort,0.0 ns
33,1000,bubble_sort,835208.0 ns
33,1000,selection_sort,411941.0 ns
33,1000,insertion_sort,483681.0 ns
33,1000,heap_sort,0.0 ns
33,1000,merge_sort,0.0 ns
33,1000,quick_sort,0.0 ns
33,1000,count_sort,377.0 ns
33,1000,bucket_sort,0.0 ns
33,1000,radix_sort,377.0 ns
34,1000,bubble_sort,798205.0 ns
34,1000,selection_sort,410808.0 ns
34,1000,insertion_sort,484058.0 ns
34,1000,heap_sort,378.0 ns
34,1000,merge_sort,-378.0 ns
34,1000,quick_sort,0.0 ns
34,1000,count_sort,377.0 ns
34,1000,bucket_sort,0.0 ns
34,1000,radix_sort,0.0 ns
35,1000,bubble_sort,808777.0 ns
35,1000,selection_sort,411563.0 ns
35,1000,insertion_sort,492365.0 ns
35,1000,heap_sort,0.0 ns
35,1000,merge_sort,0.0 ns
35,1000,quick_sort,0.0 ns
35,1000,count_sort,0.0 ns
35,1000,bucket_sort,0.0 ns
35,1000,radix_sort,0.0 ns
36,1000,bubble_sort,873721.0 ns
36,1000,selection_sort,411186.0 ns
36,1000,insertion_sort,471220.0 ns
36,1000,heap_sort,378.0 ns
36,1000,merge_sort,0.0 ns
36,1000,quick_sort,378.0 ns
36,1000,count_sort,0.0 ns
36,1000,bucket_sort,378.0 ns
36,1000,radix_sort,0.0 ns
37,1000,bubble_sort,935644.0 ns
37,1000,selection_sort,495385.0 ns
37,1000,insertion_sort,479149.0 ns
37,1000,heap_sort,378.0 ns
37,1000,merge_sort,0.0 ns
37,1000,quick_sort,0.0 ns
37,1000,count_sort,0.0 ns
37,1000,bucket_sort,0.0 ns
37,1000,radix_sort,0.0 ns
38,1000,bubble_sort,808022.0 ns
38,1000,selection_sort,411185.0 ns
38,1000,insertion_sort,496896.0 ns
38,1000,heap_sort,378.0 ns
38,1000,merge_sort,-378.0 ns
38,1000,quick_sort,378.0 ns
38,1000,count_sort,378.0 ns
38,1000,bucket_sort,0.0 ns
38,1000,radix_sort,0.0 ns
39,1000,bubble_sort,807644.0 ns
39,1000,selection_sort,409297.0 ns
39,1000,insertion_sort,454230.0 ns
39,1000,heap_sort,0.0 ns
39,1000,merge_sort,0.0 ns
39,1000,quick_sort,0.0 ns
39,1000,count_sort,0.0 ns
39,1000,bucket_sort,0.0 ns
39,1000,radix_sort,0.0 ns
40,1000,bubble_sort,809155.0 ns
40,1000,selection_sort,412695.0 ns
40,1000,insertion_sort,485569.0 ns
40,1000,heap_sort,0.0 ns
40,1000,merge_sort,0.0 ns
40,1000,quick_sort,0.0 ns
40,1000,count_sort,378.0 ns
40,1000,bucket_sort,0.0 ns
40,1000,radix_sort,0.0 ns
41,1000,bubble_sort,1178051.0 ns
41,1000,selection_sort,408920.0 ns
41,1000,insertion_sort,476884.0 ns
41,1000,heap_sort,378.0 ns
41,1000,merge_sort,0.0 ns
41,1000,quick_sort,0.0 ns
41,1000,count_sort,377.0 ns
41,1000,bucket_sort,378.0 ns
41,1000,radix_sort,378.0 ns
42,1000,bubble_sort,804246.0 ns
42,1000,selection_sort,512000.0 ns
42,1000,insertion_sort,473863.0 ns
42,1000,heap_sort,378.0 ns
42,1000,merge_sort,0.0 ns
42,1000,quick_sort,378.0 ns
42,1000,count_sort,0.0 ns
42,1000,bucket_sort,377.0 ns
42,1000,radix_sort,0.0 ns
43,1000,bubble_sort,1111597.0 ns
43,1000,selection_sort,639999.0 ns
43,1000,insertion_sort,473108.0 ns
43,1000,heap_sort,755.0 ns
43,1000,merge_sort,-378.0 ns
43,1000,quick_sort,0.0 ns
43,1000,count_sort,0.0 ns
43,1000,bucket_sort,0.0 ns
43,1000,radix_sort,0.0 ns
44,1000,bubble_sort,1199195.0 ns
44,1000,selection_sort,740057.0 ns
44,1000,insertion_sort,461026.0 ns
44,1000,heap_sort,756.0 ns
44,1000,merge_sort,-755.0 ns
44,1000,quick_sort,378.0 ns
44,1000,count_sort,0.0 ns
44,1000,bucket_sort,378.0 ns
44,1000,radix_sort,377.0 ns
45,1000,bubble_sort,945839.0 ns
45,1000,selection_sort,445167.0 ns
45,1000,insertion_sort,478017.0 ns
45,1000,heap_sort,755.0 ns
45,1000,merge_sort,-378.0 ns
45,1000,quick_sort,378.0 ns
45,1000,count_sort,378.0 ns
45,1000,bucket_sort,378.0 ns
45,1000,radix_sort,0.0 ns
46,1000,bubble_sort,795940.0 ns
46,1000,selection_sort,411185.0 ns
46,1000,insertion_sort,486701.0 ns
46,1000,heap_sort,0.0 ns
46,1000,merge_sort,0.0 ns
46,1000,quick_sort,0.0 ns
46,1000,count_sort,378.0 ns
46,1000,bucket_sort,378.0 ns
46,1000,radix_sort,378.0 ns
47,1000,bubble_sort,806135.0 ns
47,1000,selection_sort,411563.0 ns
47,1000,insertion_sort,485191.0 ns
47,1000,heap_sort,0.0 ns
47,1000,merge_sort,0.0 ns
47,1000,quick_sort,0.0 ns
47,1000,count_sort,0.0 ns
47,1000,bucket_sort,378.0 ns
47,1000,radix_sort,377.0 ns
48,1000,bubble_sort,812176.0 ns
48,1000,selection_sort,492365.0 ns
48,1000,insertion_sort,478772.0 ns
48,1000,heap_sort,0.0 ns
48,1000,merge_sort,-377.0 ns
48,1000,quick_sort,0.0 ns
48,1000,count_sort,0.0 ns
48,1000,bucket_sort,377.0 ns
48,1000,radix_sort,0.0 ns
49,1000,bubble_sort,810665.0 ns
49,1000,selection_sort,411563.0 ns
49,1000,insertion_sort,483681.0 ns
49,1000,heap_sort,0.0 ns
49,1000,merge_sort,-378.0 ns
49,1000,quick_sort,0.0 ns
49,1000,count_sort,0.0 ns
49,1000,bucket_sort,378.0 ns
49,1000,radix_sort,378.0 ns
