test_id,array_size,sort_method,timestamp
32,100,quick_sort,377.0 ns
32,100,count_sort,377.0 ns
32,100,bucket_sort,378.0 ns
32,100,radix_sort,377.0 ns
33,100,bubble_sort,148011.0 ns
33,100,selection_sort,48330.0 ns
33,100,insertion_sort,37381.0 ns
33,100,heap_sort,377.0 ns
33,100,merge_sort,-378.0 ns
33,100,quick_sort,378.0 ns
33,100,count_sort,377.0 ns
33,100,bucket_sort,378.0 ns
33,100,radix_sort,378.0 ns
34,100,bubble_sort,65699.0 ns
34,100,selection_sort,47953.0 ns
34,100,insertion_sort,38891.0 ns
34,100,heap_sort,377.0 ns
34,100,merge_sort,0.0 ns
34,100,quick_sort,378.0 ns
34,100,count_sort,377.0 ns
34,100,bucket_sort,0.0 ns
34,100,radix_sort,378.0 ns
35,100,bubble_sort,138949.0 ns
35,100,selection_sort,52106.0 ns
35,100,insertion_sort,33604.0 ns
35,100,heap_sort,378.0 ns
35,100,merge_sort,-377.0 ns
35,100,quick_sort,378.0 ns
35,100,count_sort,0.0 ns
35,100,bucket_sort,0.0 ns
35,100,radix_sort,378.0 ns
36,100,bubble_sort,66077.0 ns
36,100,selection_sort,50218.0 ns
36,100,insertion_sort,34737.0 ns
36,100,heap_sort,378.0 ns
36,100,merge_sort,-755.0 ns
36,100,quick_sort,377.0 ns
36,100,count_sort,378.0 ns
36,100,bucket_sort,0.0 ns
36,100,radix_sort,377.0 ns
37,100,bubble_sort,702678.0 ns
37,100,selection_sort,33982.0 ns
37,100,insertion_sort,21522.0 ns
37,100,heap_sort,1133.0 ns
37,100,merge_sort,-755.0 ns
37,100,quick_sort,1133.0 ns
37,100,count_sort,1132.0 ns
37,100,bucket_sort,755.0 ns
37,100,radix_sort,1133.0 ns
38,100,bubble_sort,48707.0 ns
38,100,selection_sort,43799.0 ns
38,100,insertion_sort,974536.0 ns
38,100,heap_sort,1132.0 ns
38,100,merge_sort,-378.0 ns
38,100,quick_sort,378.0 ns
38,100,count_sort,378.0 ns
38,100,bucket_sort,377.0 ns
38,100,radix_sort,2265.0 ns
39,100,bubble_sort,1073461.0 ns
39,100,selection_sort,2162026.0 ns
39,100,insertion_sort,22655.0 ns
39,100,heap_sort,1132.0 ns
39,100,merge_sort,0.0 ns
39,100,quick_sort,377.0 ns
39,100,count_sort,377.0 ns
39,100,bucket_sort,377.0 ns
39,100,radix_sort,377.0 ns
40,100,bubble_sort,51351.0 ns
40,100,selection_sort,124601.0 ns
40,100,insertion_sort,25675.0 ns
40,100,heap_sort,1132.0 ns
40,100,merge_sort,-377.0 ns
40,100,quick_sort,0.0 ns
40,100,count_sort,0.0 ns
40,100,bucket_sort,0.0 ns
40,100,radix_sort,377.0 ns
41,100,bubble_sort,23032.0 ns
41,100,selection_sort,45687.0 ns
41,100,insertion_sort,49841.0 ns
41,100,heap_sort,378.0 ns
41,100,merge_sort,0.0 ns
41,100,quick_sort,377.0 ns
41,100,count_sort,0.0 ns
41,100,bucket_sort,0.0 ns
41,100,radix_sort,377.0 ns
42,100,bubble_sort,21522.0 ns
42,100,selection_sort,98171.0 ns
42,100,insertion_sort,27941.0 ns
42,100,heap_sort,1511.0 ns
42,100,merge_sort,-378.0 ns
42,100,quick_sort,378.0 ns
42,100,count_sort,378.0 ns
42,100,bucket_sort,1510.0 ns
42,100,radix_sort,377.0 ns
43,100,bubble_sort,40024.0 ns
43,100,selection_sort,48708.0 ns
43,100,insertion_sort,32095.0 ns
43,100,heap_sort,755.0 ns
43,100,merge_sort,0.0 ns
43,100,quick_sort,378.0 ns
43,100,count_sort,377.0 ns
43,100,bucket_sort,377.0 ns
43,100,radix_sort,378.0 ns
44,100,bubble_sort,26053.0 ns
44,100,selection_sort,114784.0 ns
44,100,insertion_sort,37758.0 ns
44,100,heap_sort,378.0 ns
44,100,merge_sort,0.0 ns
44,100,quick_sort,378.0 ns
44,100,count_sort,378.0 ns
44,100,bucket_sort,0.0 ns
44,100,radix_sort,1888.0 ns
45,100,bubble_sort,23410.0 ns
45,100,selection_sort,43799.0 ns
45,100,insertion_sort,32471.0 ns
45,100,heap_sort,377.0 ns
45,100,merge_sort,-378.0 ns
45,100,quick_sort,378.0 ns
45,100,count_sort,378.0 ns
45,100,bucket_sort,1132.0 ns
45,100,radix_sort,377.0 ns
46,100,bubble_sort,25675.0 ns
46,100,selection_sort,115539.0 ns
46,100,insertion_sort,33604.0 ns
46,100,heap_sort,378.0 ns
46,100,merge_sort,-378.0 ns
46,100,quick_sort,0.0 ns
46,100,count_sort,378.0 ns
46,100,bucket_sort,378.0 ns
46,100,radix_sort,378.0 ns
47,100,bubble_sort,25676.0 ns
47,100,selection_sort,47575.0 ns
47,100,insertion_sort,33605.0 ns
47,100,heap_sort,0.0 ns
47,100,merge_sort,0.0 ns
47,100,quick_sort,378.0 ns
47,100,count_sort,377.0 ns
47,100,bucket_sort,0.0 ns
47,100,radix_sort,0.0 ns
48,100,bubble_sort,24542.0 ns
48,100,selection_sort,97038.0 ns
48,100,insertion_sort,29451.0 ns
48,100,heap_sort,378.0 ns
48,100,merge_sort,0.0 ns
48,100,quick_sort,378.0 ns
48,100,count_sort,0.0 ns
48,100,bucket_sort,0.0 ns
48,100,radix_sort,378.0 ns
49,100,bubble_sort,23410.0 ns
49,100,selection_sort,14348.0 ns
49,100,insertion_sort,35870.0 ns
49,100,heap_sort,377.0 ns
49,100,merge_sort,-378.0 ns
49,100,quick_sort,0.0 ns
49,100,count_sort,0.0 ns
49,100,bucket_sort,378.0 ns
49,100,radix_sort,0.0 ns
